test_time_second,voltage_volt,current_ampere,unix_time_second,step_id,step_type,ambient_temperature_celsius,step_time_second,charging_capacity_ah,discharging_capacity_ah,net_capacity_ah,step_cumulative_capacity_ah,charging_energy_wh,discharging_energy_wh,net_energy_wh,step_cumulative_energy_wh,temperature_t1_celsius
19647.0,3.8518848316016374,5.000052454823162,1749201026.97,4,CHA,25.0,19010.0,0.026392430546991363,0.0,0.026392430546991363,0.026392430546991363,0.1012307437358686,0.0,0.1012307437358686,0.1012307437358686,25.8125
20646.0,3.8531076521830983,4.999872415486607,1749201027.97,4,CHA,25.0,20009.0,0.027779905044440056,0.0,0.027779905044440056,0.027779905044440056,0.10657607348957754,0.0,0.10657607348957754,0.10657607348957754,25.8125
21654.0,3.8542193072571536,5.000052454823162,1749201028.98,4,CHA,25.0,21017.0,0.029178490619472086,0.0,0.029178490619472086,0.029178490619472086,0.11196582807303912,0.0,0.11196582807303912,0.11196582807303912,25.8125
22645.0,3.8554421278386144,4.999872415486607,1749201029.97,4,CHA,25.0,22008.0,0.030557637297448537,0.0,0.030557637297448537,0.030557637297448537,0.11728220790644173,0.0,0.11728220790644173,0.11728220790644173,25.8125
23645.0,3.856442617405264,4.999872415486607,1749201030.97,4,CHA,25.0625,23008.0,0.03194513710036517,0.0,0.03194513710036517,0.03194513710036517,0.12263234100657883,0.0,0.12263234100657883,0.12263234100657883,25.8125
24648.0,3.8575542724793195,4.999872415486607,1749201031.97,4,CHA,25.0625,24011.0,0.03333816211051044,0.0,0.03333816211051044,0.03333816211051044,0.12800529868013655,0.0,0.12800529868013655,0.12800529868013655,25.8125
25644.0,3.8585547620459693,4.999872415486607,1749201032.97,4,CHA,25.0625,25007.0,0.03472285870105907,0.0,0.03472285870105907,0.03472285870105907,0.13334749849400396,0.0,0.13334749849400396,0.13334749849400396,25.8125
26644.0,3.8594440861052135,4.999872415486607,1749201033.97,4,CHA,25.0625,26007.0,0.03611171725094664,0.0,0.03611171725094664,0.03611171725094664,0.13870711549657244,0.0,0.13870711549657244,0.13870711549657244,25.8125
27651.0,3.8604445756718633,5.000052454823162,1749201034.98,4,CHA,25.0625,27014.0,0.0375089338269845,0.0,0.0375089338269845,0.0375089338269845,0.1441002768697217,0.0,0.1441002768697217,0.1441002768697217,25.8125
28651.0,3.861222734223702,4.999872415486607,1749201035.98,4,CHA,25.0625,28014.0,0.03889778727580051,0.0,0.03889778727580051,0.03889778727580051,0.14946244250904783,0.0,0.14946244250904783,0.14946244250904783,25.8125
29649.0,3.8621120582829462,4.999872415486607,1749201036.98,4,CHA,25.0625,29012.0,0.04028387772092401,0.0,0.04028387772092401,0.04028387772092401,0.15481514137559316,0.0,0.15481514137559316,0.15481514137559316,25.8125
30649.0,3.8630013823421905,4.999872415486607,1749201037.98,4,CHA,25.0625,30012.0,0.04167273612074496,0.0,0.04167273612074496,0.04167273612074496,0.16017971521091567,0.0,0.16017971521091567,0.16017971521091567,25.8125
31652.0,3.863779540894029,4.999872415486607,1749201038.98,4,CHA,25.0625,31015.0,0.04306576623213232,0.0,0.04306576623213232,0.04306576623213232,0.16556153499527682,0.0,0.16556153499527682,0.16556153499527682,25.8125
32648.0,3.864557699445868,4.999872415486607,1749201039.97,4,CHA,25.0625,32011.0,0.04445045822166094,0.0,0.04445045822166094,0.04445045822166094,0.17091225191006743,0.0,0.17091225191006743,0.17091225191006743,25.8125
33648.0,3.8653358579977066,4.999872415486607,1749201040.97,4,CHA,25.0625,33011.0,0.04583794272122077,0.0,0.04583794272122077,0.04583794272122077,0.1762747882853546,0.0,0.1762747882853546,0.1762747882853546,25.875
34650.0,3.86600285104214,4.999872415486607,1749201041.98,4,CHA,25.0625,34013.0,0.04722958903016661,0.0,0.04722958903016661,0.04722958903016661,0.18165447878118357,0.0,0.18165447878118357,0.18165447878118357,25.875
35645.0,3.8667810095939785,4.999872415486607,1749201042.97,4,CHA,25.0625,35008.0,0.0486212401401076,0.0,0.0486212401401076,0.0486212401401076,0.18703518013626308,0.0,0.18703518013626308,0.18703518013626308,25.875
36653.0,3.8674480026384117,4.999872415486607,1749201043.98,4,CHA,25.0625,36016.0,0.05001289120002639,0.0,0.05001289120002639,0.05001289120002639,0.19241687189196455,0.0,0.19241687189196455,0.19241687189196455,25.875
37652.0,3.868114995682845,4.999872415486607,1749201044.98,4,CHA,25.0625,37015.0,0.0514003607464133,0.0,0.0514003607464133,0.0514003607464133,0.19778333690715044,0.0,0.19778333690715044,0.19778333690715044,25.875
38646.0,3.868781988727278,4.999872415486607,1749201045.97,4,CHA,25.0625,38009.0,0.05278089077660297,0.0,0.05278089077660297,0.05278089077660297,0.20312386397563387,0.0,0.20312386397563387,0.20312386397563387,25.875
39653.0,3.8694489817717113,5.000052454823162,1749201046.98,4,CHA,25.0625,39016.0,0.054165592918252514,0.0,0.054165592918252514,0.054165592918252514,0.20848138613905576,0.0,0.20848138613905576,0.20848138613905576,25.875
40647.0,3.870004809308739,5.000052454823162,1749201047.97,4,CHA,25.0625,40010.0,0.055558632681595554,0.0,0.055558632681595554,0.055558632681595554,0.2138720222592383,0.0,0.2138720222592383,0.2138720222592383,25.875
