test_time_second,voltage_volt,current_ampere,step_id,record_index,temperature_t1_celsius
0.0010069999999999992,3.95868831414351,0.0,2,2,25.99572
0.10923166666666656,3.95849764425072,0.0,3,3,25.99572
0.11123766666666683,3.95849764425072,0.0,3,4,25.99572
30.109394000000016,3.95868831414351,0.0,3,5,25.99266
60.1094593333332,3.95868831414351,0.0,3,6,25.99572
90.10923766666667,3.9588789840363,0.0,3,7,25.99572
120.10923799999992,3.9588789840363,0.0,3,8,25.99572
150.10923800000018,3.9588789840363,0.0,3,9,25.99572
180.10923800000003,3.9588789840363,0.0,3,10,25.99572
210.10924333333332,3.95906965392909,0.0,3,11,25.99572
240.10923800000018,3.95906965392909,0.0,3,12,25.99876
270.10923800000006,3.95906965392909,0.0,3,13,25.99572
300.1096919999999,3.95906965392909,0.0,3,14,25.99572
300.336453,3.95906965392909,-1.18742441499376e-06,4,15,25.99572
300.3384596666666,3.95811630446513,-0.00061651075626476,4,16,25.99572
300.35348300000015,3.95716295500117,-0.000617223210913757,4,17,25.99572
300.5538509999999,3.95620960553722,-0.000617144049286091,4,18,25.99572
302.1921533333333,3.95525625607326,-0.000617144049286091,4,19,25.99572
305.1423889999999,3.9543029066093,-0.000617144049286091,4,20,25.99572
309.62184733333333,3.95334955714534,-0.000617144049286091,4,21,25.99572
310.3364589999999,3.95334955714534,-0.000617144049286091,4,22,25.99572
316.80551733333334,3.95239620768138,-0.000617144049286091,4,23,25.99572
320.33691466666664,3.9520148678958,-0.000617144049286091,4,24,25.99572
327.7238743333332,3.95106151843184,-0.000617144049286091,4,25,25.99572
330.33667200000014,3.95087084853905,-0.000617183630099924,4,26,25.99572
338.79755866666676,3.94991749907509,-0.000617144049286091,4,27,25.99572
340.33691733333336,3.94991749907509,-0.000617144049286091,4,28,25.99572
349.89270833333336,3.94896414961113,-0.000617183630099924,4,29,25.99876
350.33645933333355,3.94896414961113,-0.000617144049286091,4,30,25.99876
359.68851833333326,3.94801080014717,-0.000617144049286091,4,31,25.99572
360.3364639999992,3.94820147003996,-0.000617144049286091,4,32,25.99572
369.6150113333316,3.947248120576,-0.000617144049286091,4,33,25.99572
370.3364593333344,3.94743879046879,-0.000617183630099924,4,34,25.99572
379.43915566666675,3.94648544100483,-0.000617144049286091,4,35,25.99572
380.336913,3.94667611089763,-0.000617144049286091,4,36,25.99572
389.0706123333348,3.94572276143367,-0.000617183630099924,4,37,25.99572
390.3364593333324,3.94572276143367,-0.000617144049286091,4,38,25.99572
400.3367109999984,3.9449600818625,-0.000617144049286091,4,39,25.99572
410.3369056666656,3.94419740229133,-0.000617144049286091,4,40,25.99572
420.33659666666756,3.94343472272016,-0.000617183630099924,4,41,25.99572
430.336459333332,3.942672043149,-0.000617183630099924,4,42,25.99572
440.3364593333328,3.94190936357783,-0.000617144049286091,4,43,25.99572
450.33646266666716,3.94114668400666,-0.000617144049286091,4,44,25.99572
460.33646500000077,3.94057467432829,-0.000617144049286091,4,45,25.99572
470.28695966666646,3.93962132486433,-0.000617144049286091,4,46,25.99572
470.33645900000045,3.93981199475712,-0.000617144049286091,4,47,25.99572
480.0777496666668,3.93885864529316,-0.000617183630099924,4,48,25.99572
480.33646533333354,3.93885864529316,-0.000617183630099924,4,49,25.99876
490.3364646666684,3.93828663561479,-0.000617183630099924,4,50,25.99572
500.33677299999846,3.93752395604362,-0.000617144049286091,4,51,25.99572
510.336459,3.93676127647245,-0.000617183630099924,4,52,25.99572
519.6717820000008,3.93580792700849,-0.000617183630099924,4,53,25.99572
520.3364593333321,3.93599859690128,-0.000617144049286091,4,54,25.99572
529.325613666666,3.93504524743733,-0.000617183630099924,4,55,25.99572
530.3366349999984,3.93523591733012,-0.000617183630099924,4,56,25.99572
540.3364593333336,3.93447323775895,-0.000617144049286091,4,57,25.99572
550.336680666666,3.93371055818778,-0.000617144049286091,4,58,25.99572
559.7790236666676,3.93275720872382,-0.000617183630099924,4,59,25.99572
560.3364590000004,3.93275720872382,-0.000617183630099924,4,60,25.99572
570.3366746666665,3.93199452915266,-0.000617144049286091,4,61,25.99572
580.3364589999984,3.93123184958149,-0.000617144049286091,4,62,25.99876
590.336459333334,3.93046917001032,-0.000617144049286091,4,63,25.99876
599.9475750000013,3.92951582054636,-0.000617144049286091,4,64,25.99876
600.3365836666679,3.92951582054636,-0.000617144049286091,4,65,25.99876
