test_time_second,voltage_volt,current_ampere,step_id,record_index,temperature_t1_celsius
0.0010059999999999984,0.774883079512602,0.0,2,2,26.05986
0.10922733333333323,0.77469236253512,0.0,3,3,26.05986
0.11123333333333317,0.774501645557637,0.0,3,4,26.05986
30.109724999999997,0.77469236253512,0.0,3,5,26.05375
60.10968566666664,0.77469236253512,0.0,3,6,26.04459
90.10923366666673,0.77469236253512,0.0,3,7,26.03848
120.1092336666666,0.77469236253512,0.0,3,8,26.05375
150.1092370000001,0.77469236253512,0.0,3,9,26.04153
180.1092336666667,0.77469236253512,0.0,3,10,26.03848
210.1092336666666,0.77469236253512,0.0,3,11,26.03848
240.10923333333346,0.77469236253512,0.0,3,12,26.03542
270.10923366666674,0.77469236253512,0.0,3,13,26.03542
300.1092336666666,0.77469236253512,0.0,3,14,26.03848
300.3368923333332,0.774501645557637,-1.11087824454634e-06,4,15,26.03848
300.3388990000002,0.778697419062258,0.000654386634483834,4,16,26.03848
300.3439273333333,0.780604588837086,0.000655259467390263,4,17,26.03848
300.3489339999999,0.781748890701983,0.000655299141613283,4,18,26.03848
300.35894933333344,0.782702475589397,0.000655259467390263,4,19,26.03848
300.37397100000015,0.783656060476811,0.000655219793167244,4,20,26.03848
300.3990183333335,0.784609645364225,0.000655219793167244,4,21,26.03848
300.4841526666667,0.785563230251639,0.000655219793167244,4,22,26.03848
300.61432466666673,0.786516815139053,0.000655219793167244,4,23,26.03848
300.78961133333326,0.787470400026467,0.000655219793167244,4,24,26.03848
301.0250720000002,0.788423984913881,0.000655219793167244,4,25,26.03848
301.26569033333345,0.789377569801295,0.000655219793167244,4,26,26.03542
301.51106966666663,0.790331154688709,0.000655219793167244,4,27,26.03542
301.82180299999993,0.791284739576123,0.000655219793167244,4,28,26.03542
302.09725433333335,0.792238324463537,0.000655219793167244,4,29,26.03236
302.3728170000001,0.793191909350951,0.000655219793167244,4,30,26.03236
302.6933213333332,0.794145494238365,0.000655219793167244,4,31,26.03236
303.02904566666666,0.795099079125779,0.000655219793167244,4,32,26.03236
303.32958066666686,0.796052664013193,0.000655219793167244,4,33,26.03236
303.6655006666668,0.797006248900607,0.000655219793167244,4,34,26.03236
304.00626566666665,0.797959833788021,0.000655219793167244,4,35,26.03542
304.32671966666663,0.798913418675435,0.000655219793167244,4,36,26.03542
304.6722940000001,0.799867003562849,0.000655219793167244,4,37,26.03542
